GameId,Title,Intro,IsOutOfStock,StockNumber,PictureURL,Price
17454,Minecraft,intro for 17454,1,5078,URL for 17454,97.04
17455,Minecraft,intro for 17455,0,8192,URL for 17455,67.72
17456,KickBeat,intro for 17456,0,4868,URL for 17456,80.65
17457,OlliOlli,intro for 17457,1,8774,URL for 17457,79.41
17458,OlliOlli,intro for 17458,1,9950,URL for 17458,61.14
17459,Assassin's Creed Liberation HD,intro for 17459,0,4724,URL for 17459,12.03
17460,Assassin's Creed Liberation HD,intro for 17460,0,3446,URL for 17460,12.5
17461,Assassin's Creed Liberation HD,intro for 17461,0,2466,URL for 17461,134.15
17462,X-Men: Battle of the Atom,intro for 17462,1,3257,URL for 17462,60.13
17463,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17463,0,3392,URL for 17463,53.6
17464,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17464,1,9144,URL for 17464,43.51
17465,The Walking Dead: Season Two -- Episode 1: All That Remains,intro for 17465,0,3388,URL for 17465,28.3
17466,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17466,0,1323,URL for 17466,28.13
17467,Assassin's Creed IV: Black Flag -- Freedom Cry,intro for 17467,0,7238,URL for 17467,19.03
17468,Broken Age: Act 1,intro for 17468,0,3621,URL for 17468,12.15
17469,Broken Age: Act 1,intro for 17469,1,3036,URL for 17469,64.83
17470,Joe Danger Infinity,intro for 17470,0,8906,URL for 17470,3.22
17471,Nidhogg,intro for 17471,1,4309,URL for 17471,33.33
17472,Continue?9876543210,intro for 17472,1,7139,URL for 17472,76.63
17473,The Banner Saga,intro for 17473,0,8336,URL for 17473,57.49
17474,World of Warplanes,intro for 17474,1,1283,URL for 17474,90.51
17475,Angry Birds Go!,intro for 17475,0,4283,URL for 17475,85.55
17476,Angry Birds Go!,intro for 17476,0,1835,URL for 17476,41.82
17477,Saint Seiya: Brave Soldiers,intro for 17477,1,9780,URL for 17477,30.5
17478,Doki-Doki Universe,intro for 17478,0,4323,URL for 17478,85.93
17479,Doki-Doki Universe,intro for 17479,1,2820,URL for 17479,83.66
17480,Doki-Doki Universe,intro for 17480,1,1243,URL for 17480,17.53
17481,Assassin's Creed Pirates,intro for 17481,0,613,URL for 17481,99.46
17482,Air Conflicts: Vietnam,intro for 17482,1,3533,URL for 17482,62.95
17483,Don't Starve,intro for 17483,1,2088,URL for 17483,90.85
17484,Don't Starve,intro for 17484,0,8383,URL for 17484,186.71
17485,Not the Robots,intro for 17485,1,1459,URL for 17485,99.7
17486,Halo: Spartan Assault,intro for 17486,0,1047,URL for 17486,25.37
17487,Zumba Fitness World Party,intro for 17487,1,5359,URL for 17487,207.41
17488,Metal Gear Rising: Revengeance,intro for 17488,0,1333,URL for 17488,144.86
17489,Dr. Luigi,intro for 17489,1,2836,URL for 17489,12.14
17490,Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy,intro for 17490,1,414,URL for 17490,107.61
17491,Sorcery Saga: The Curse of the Great Curry God,intro for 17491,1,2937,URL for 17491,51.39
17492,Terraria,intro for 17492,1,6430,URL for 17492,79.6
17493,Air Conflicts: Vietnam,intro for 17493,1,2812,URL for 17493,111.63
17494,Air Conflicts: Vietnam,intro for 17494,1,4965,URL for 17494,65.73
17495,Young Justice: Legacy,intro for 17495,0,3176,URL for 17495,35.85
17496,Young Justice: Legacy,intro for 17496,0,7895,URL for 17496,20.44
17497,Young Justice: Legacy,intro for 17497,1,4175,URL for 17497,62.66
17498,The Novelist,intro for 17498,0,3449,URL for 17498,31.14
17499,The Amazing Spider-Man,intro for 17499,0,3266,URL for 17499,111.79
17500,Peggle 2,intro for 17500,0,1064,URL for 17500,6.02
17501,Peggle 2,intro for 17501,0,9633,URL for 17501,19.26
17502,Max: The Curse of Brotherhood,intro for 17502,1,8187,URL for 17502,194.46
17503,NES Remix,intro for 17503,0,7772,URL for 17503,24.7
17504,Ravensword: Shadowlands,intro for 17504,1,4397,URL for 17504,188.86
17505,Borderlands 2: How Marcus Saved Mercenary Day,intro for 17505,1,2617,URL for 17505,27.17
17506,Borderlands 2: How Marcus Saved Mercenary Day,intro for 17506,1,1959,URL for 17506,3.37
17507,Ys: Memories of Celceta,intro for 17507,0,5249,URL for 17507,46.53
17508,The Room Two,intro for 17508,1,205,URL for 17508,50.08
17509,Republique -- Episode 1: Exordium,intro for 17509,1,6487,URL for 17509,88.79
17510,Adventure Time: Explore the Dungeon Because I Don't Know!,intro for 17510,1,2505,URL for 17510,116.12
17511,Adventure Time: Explore the Dungeon Because I Don't Know!,intro for 17511,0,4362,URL for 17511,114.48
17512,Rambo: The Video Game,intro for 17512,1,271,URL for 17512,41.94
17513,Banished,intro for 17513,0,1228,URL for 17513,242.8
17514,Tales of Symphonia Chronicles,intro for 17514,1,8492,URL for 17514,28.63
17515,BandFuse: Rock Legends,intro for 17515,1,2827,URL for 17515,15.39
17516,BandFuse: Rock Legends,intro for 17516,0,6743,URL for 17516,14.46
17517,Horizon,intro for 17517,0,4464,URL for 17517,86.38
17518,The LEGO Movie Videogame,intro for 17518,1,7533,URL for 17518,46.72
17519,The LEGO Movie Videogame,intro for 17519,0,1390,URL for 17519,18.74
17520,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,intro for 17520,0,3016,URL for 17520,1.44
17521,Lightning Returns: Final Fantasy XIII,intro for 17521,1,7315,URL for 17521,65.58
17522,Lightning Returns: Final Fantasy XIII,intro for 17522,0,4280,URL for 17522,11.74
17523,Flappy Bird,intro for 17523,0,4042,URL for 17523,24.54
17524,Cut The Rope 2,intro for 17524,0,3315,URL for 17524,167.72
17525,Samurai Gunn,intro for 17525,1,6638,URL for 17525,48.72
17526,Grand Theft Auto: San Andreas,intro for 17526,1,4548,URL for 17526,208.47
17527,AquaPazza,intro for 17527,1,9879,URL for 17527,150.15
17528,The Walking Dead: Season Two -- Episode 1: All That Remains,intro for 17528,0,1051,URL for 17528,36.55
17529,The Walking Dead: Season Two -- Episode 1: All That Remains,intro for 17529,0,3620,URL for 17529,178.83
17530,The Walking Dead: Season Two -- Episode 1: All That Remains,intro for 17530,1,4732,URL for 17530,138.63
17531,TxK,intro for 17531,0,5323,URL for 17531,72.46
17532,Toukiden: The Age of Demons,intro for 17532,1,5794,URL for 17532,128.41
17533,Strider,intro for 17533,1,5804,URL for 17533,10.74
17534,Strider,intro for 17534,0,4869,URL for 17534,170.42
17535,Strider,intro for 17535,0,7633,URL for 17535,150.7
17536,Strider,intro for 17536,0,1896,URL for 17536,41.15
17537,Strider,intro for 17537,1,2675,URL for 17537,49.64
17538,Earth Defense Force 2025,intro for 17538,1,3451,URL for 17538,130.5
17539,Earth Defense Force 2025,intro for 17539,1,4734,URL for 17539,149.86
17540,Flappy Bird,intro for 17540,1,5089,URL for 17540,23.97
17541,Flappy Bird,intro for 17541,0,959,URL for 17541,14.92
17542,Dustforce,intro for 17542,1,4430,URL for 17542,250.78
17543,Dustforce,intro for 17543,1,795,URL for 17543,53.06
17544,Jazzpunk,intro for 17544,1,7296,URL for 17544,56.28
17545,Dragon Ball Z: Battle of Z,intro for 17545,0,418,URL for 17545,29.26
17546,Dragon Ball Z: Battle of Z,intro for 17546,1,412,URL for 17546,20.31
17547,Dragon Ball Z: Battle of Z,intro for 17547,0,7602,URL for 17547,17.12
17548,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,intro for 17548,0,9822,URL for 17548,146.43
17549,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17549,1,2218,URL for 17549,177.57
17550,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17550,0,3663,URL for 17550,145.5
17551,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17551,1,7860,URL for 17551,37.81
17552,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17552,1,7792,URL for 17552,16.04
17553,The Walking Dead: Season Two -- Episode 1: All That Remains,intro for 17553,1,7290,URL for 17553,168.57
17554,The Walking Dead: A Telltale Game Series -- Season Two,intro for 17554,0,2912,URL for 17554,64.64
17555,Donkey Kong Country: Tropical Freeze,intro for 17555,0,9712,URL for 17555,29.74
17556,The Last of Us: Left Behind,intro for 17556,0,6501,URL for 17556,52.14
17557,Minecraft -- Pocket Edition,intro for 17557,0,5584,URL for 17557,25.12
17558,Minecraft -- Pocket Edition,intro for 17558,1,9144,URL for 17558,189.04
17559,League of Legends,intro for 17559,1,402,URL for 17559,71.08
17560,League of Legends,intro for 17560,0,643,URL for 17560,8.75
17561,The LEGO Movie Videogame,intro for 17561,1,8995,URL for 17561,44.51
17562,The LEGO Movie Videogame,intro for 17562,0,5356,URL for 17562,9.34
17563,The LEGO Movie Videogame,intro for 17563,1,3874,URL for 17563,41.1
17564,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,intro for 17564,1,6701,URL for 17564,107.5
17565,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,intro for 17565,0,5047,URL for 17565,21.93
17566,Unepic,intro for 17566,1,2041,URL for 17566,138.61
17567,The Castle Doctrine,intro for 17567,0,545,URL for 17567,4.33
17568,Surge Deluxe,intro for 17568,1,9815,URL for 17568,8.29
17569,Rekoil,intro for 17569,0,2934,URL for 17569,211.36
17570,Fable Anniversary,intro for 17570,0,8660,URL for 17570,100.71
17571,Octodad: Dadliest Catch,intro for 17571,1,7892,URL for 17571,19.71
17572,Blackguards,intro for 17572,0,4134,URL for 17572,19.21
17573,The LEGO Movie Videogame,intro for 17573,0,2451,URL for 17573,133.95
17574,Might and Magic X Legacy,intro for 17574,0,3508,URL for 17574,176.67
17575,Titanfall,intro for 17575,0,4676,URL for 17575,15.47
17576,Final Fantasy X / X-2 HD Remaster,intro for 17576,0,4429,URL for 17576,113.44
17577,Final Fantasy X / X-2 HD Remaster (Limited Edition),intro for 17577,0,9995,URL for 17577,86.32
17578,Final Fantasy X / X-2 HD Remaster,intro for 17578,0,9443,URL for 17578,14.61
17579,Basement Crawl,intro for 17579,0,1104,URL for 17579,11.85
17580,The Walking Dead: Season Two -- Episode 2: A House Divided,intro for 17580,0,5671,URL for 17580,85.03
17581,The Walking Dead: Season Two -- Episode 2: A House Divided,intro for 17581,1,9535,URL for 17581,25.97
17582,The Walking Dead: Season Two -- Episode 2: A House Divided,intro for 17582,1,4149,URL for 17582,77.91
17583,The Walking Dead: Season Two -- Episode 2: A House Divided,intro for 17583,0,6022,URL for 17583,10.16
17584,The Walking Dead: Season Two -- Episode 2: A House Divided,intro for 17584,1,6349,URL for 17584,169.06
17585,The Witch and the Hundred Knight,intro for 17585,1,8858,URL for 17585,60.16
17586,South Park: The Stick of Truth,intro for 17586,1,9749,URL for 17586,241.29
17587,South Park: The Stick of Truth,intro for 17587,1,7870,URL for 17587,62.37
17588,South Park: The Stick of Truth,intro for 17588,0,2731,URL for 17588,72.2
17589,Thief,intro for 17589,1,3027,URL for 17589,98.38
17590,Thief,intro for 17590,1,5758,URL for 17590,30.21
17591,Castlevania: Lords of Shadow 2,intro for 17591,0,5302,URL for 17591,0.12
17592,Castlevania: Lords of Shadow 2,intro for 17592,1,5172,URL for 17592,19.7
17593,Castlevania: Lords of Shadow 2,intro for 17593,0,1308,URL for 17593,110.91
17594,Plants vs. Zombies: Garden Warfare,intro for 17594,0,3518,URL for 17594,90.22
17595,Thief,intro for 17595,1,3601,URL for 17595,155.71
17596,Thief,intro for 17596,1,5423,URL for 17596,177.14
17597,Thief,intro for 17597,0,9649,URL for 17597,85.76
17598,Rambo: The Video Game,intro for 17598,1,9693,URL for 17598,79.37
17599,Rambo: The Video Game,intro for 17599,0,339,URL for 17599,31.2
17600,Deus Ex: The Fall,intro for 17600,0,4649,URL for 17600,172.35
17601,Professor Layton vs. Phoenix Wright,intro for 17601,1,3762,URL for 17601,127.81
17602,Luftrausers,intro for 17602,1,2328,URL for 17602,31.14
17603,Luftrausers,intro for 17603,1,100,URL for 17603,105.21
17604,Infamous: Second Son,intro for 17604,0,2550,URL for 17604,23.51
17605,Yaiba: Ninja Gaiden Z,intro for 17605,1,1688,URL for 17605,91.55
17606,Yaiba: Ninja Gaiden Z,intro for 17606,0,3942,URL for 17606,6.17
17607,Master Reboot,intro for 17607,1,7193,URL for 17607,54.97
17608,Master Reboot,intro for 17608,1,3389,URL for 17608,52.15
17609,Metal Gear Solid V: Ground Zeroes,intro for 17609,1,7743,URL for 17609,116.42
17610,Metal Gear Solid V: Ground Zeroes,intro for 17610,0,8665,URL for 17610,88.51
17611,Metal Gear Solid V: Ground Zeroes,intro for 17611,0,724,URL for 17611,35.24
17612,Metal Gear Solid V: Ground Zeroes,intro for 17612,0,4123,URL for 17612,87.52
17613,One Piece: Romance Dawn,intro for 17613,1,9030,URL for 17613,29.69
17614,Hearthstone: Heroes of WarCraft,intro for 17614,0,2387,URL for 17614,17.72
17615,Hearthstone: Heroes of WarCraft,intro for 17615,1,9693,URL for 17615,33.72
17616,Hearthstone: Heroes of WarCraft,intro for 17616,0,7028,URL for 17616,16.49
17617,Steel Diver: Sub Wars,intro for 17617,1,8726,URL for 17617,172.19
17618,Yoshi's New Island,intro for 17618,1,5722,URL for 17618,22.57
17619,Dark Souls II,intro for 17619,0,234,URL for 17619,4.92
17620,Dark Souls II,intro for 17620,0,1535,URL for 17620,202.41
17621,Dark Souls II,intro for 17621,1,8156,URL for 17621,37.55
17622,Titanfall,intro for 17622,1,4024,URL for 17622,17.99
17623,Titanfall,intro for 17623,1,2577,URL for 17623,144.17
17624,Titanfall (Collector's Edition),intro for 17624,0,883,URL for 17624,16.72
17625,LEGO: The Hobbit,intro for 17625,1,5651,URL for 17625,24.86
17626,The Wolf Among Us: Episode 3 -- A Crooked Mile,intro for 17626,0,5091,URL for 17626,51.59
17627,The Wolf Among Us: Episode 3 -- A Crooked Mile,intro for 17627,1,774,URL for 17627,35.35
17628,The Wolf Among Us: Episode 3 -- A Crooked Mile,intro for 17628,0,8013,URL for 17628,12.48
17629,Kinect Sports Rivals,intro for 17629,0,1156,URL for 17629,84.79
17630,Don Bradman Cricket,intro for 17630,1,2581,URL for 17630,36.48
17631,Don Bradman Cricket 14,intro for 17631,1,4559,URL for 17631,43.08
17632,MLB 14: The Show,intro for 17632,1,4244,URL for 17632,70.71
17633,MLB 14: The Show,intro for 17633,1,3272,URL for 17633,141.56
17634,Dead Nation: Apocalypse Edition,intro for 17634,1,2834,URL for 17634,37.87
17635,Betrayer,intro for 17635,1,6607,URL for 17635,248.52
17636,Age of Wonders III,intro for 17636,1,5248,URL for 17636,58.72
17637,Goat Simulator,intro for 17637,1,3974,URL for 17637,83.65
17638,Smite,intro for 17638,1,1436,URL for 17638,206.73
17639,The Elder Scrolls Online,intro for 17639,0,6073,URL for 17639,71.85
17640,Diablo III: Reaper of Souls,intro for 17640,0,7470,URL for 17640,13.76
17641,Diablo III: Reaper of Souls,intro for 17641,1,343,URL for 17641,6.57
17642,Atelier Escha & Logy: Alchemist of Dusk Sky,intro for 17642,1,6360,URL for 17642,41.09
17643,BlazBlue: Chrono Phantasma,intro for 17643,1,8415,URL for 17643,71.72
17644,BlazBlue: Chrono Phantasma,intro for 17644,0,6647,URL for 17644,215.63
17645,World of Tanks,intro for 17645,1,852,URL for 17645,49.49
17646,TowerFall Ascension,intro for 17646,1,2376,URL for 17646,99.48
17647,TowerFall Ascension,intro for 17647,0,1091,URL for 17647,146.92
17648,Bioshock Infinite: Burial at Sea -- Episode Two,intro for 17648,0,1652,URL for 17648,67.4
17649,Pokemon Battle Trozei,intro for 17649,0,7119,URL for 17649,150.41
17650,The Amazing Spider-Man 2,intro for 17650,0,3362,URL for 17650,62.92
17651,Sir,intro for 17651,0,7342,URL for 17651,177.96
17652,Republique -- Episode 2: Metamorphosis,intro for 17652,1,5844,URL for 17652,41.72
17653,The Amazing Spider-Man 2,intro for 17653,1,9250,URL for 17653,110.7
17654,The Amazing Spider-Man 2,intro for 17654,1,7647,URL for 17654,28.54
17655,The Amazing Spider-Man 2,intro for 17655,1,7901,URL for 17655,128.55
17656,The Amazing Spider-Man 2,intro for 17656,1,2278,URL for 17656,15.06
17657,The Amazing Spider-Man 2,intro for 17657,1,8848,URL for 17657,8.33
17658,The Amazing Spider-Man 2,intro for 17658,0,9639,URL for 17658,208.05
17659,Starlight Inception,intro for 17659,0,6920,URL for 17659,226.58
17660,Wargame: Red Dragon,intro for 17660,1,6175,URL for 17660,46.36
17661,Daylight,intro for 17661,1,6483,URL for 17661,21.06
17662,Daylight,intro for 17662,1,9265,URL for 17662,86.48
17663,Child of Light,intro for 17663,1,2253,URL for 17663,171.53
17664,Mercenary Kings,intro for 17664,1,3916,URL for 17664,226.55
17665,Mercenary Kings,intro for 17665,1,3882,URL for 17665,11.24
17666,Mario Golf World Tour,intro for 17666,1,8102,URL for 17666,122.36
17667,Transformers: Rise of the Dark Spark,intro for 17667,0,3857,URL for 17667,71.12
17668,Transformers: Rise of the Dark Spark,intro for 17668,0,5910,URL for 17668,236.13
17669,Resogun Heroes,intro for 17669,1,5715,URL for 17669,2.93
17670,Sniper Elite III,intro for 17670,0,5874,URL for 17670,80.84
17671,Sniper Elite III,intro for 17671,1,7156,URL for 17671,1.97
17672,WildStar,intro for 17672,1,1581,URL for 17672,12.87
17673,Child of Light,intro for 17673,1,2205,URL for 17673,22.55
17674,Child of Light,intro for 17674,0,1440,URL for 17674,130.28
17675,Child of Light,intro for 17675,1,9159,URL for 17675,2.15
17676,Child of Light,intro for 17676,1,8195,URL for 17676,118.04
17677,Child of Light,intro for 17677,0,4921,URL for 17677,235.09
17678,Child of Light,intro for 17678,0,7758,URL for 17678,0.49
17679,The Last Federation,intro for 17679,1,6789,URL for 17679,261.48
17680,Kirby: Triple Deluxe,intro for 17680,1,8856,URL for 17680,91.43
17681,Batman: Arkham Origins -- Cold,intro for 17681,1,3789,URL for 17681,51.1
17682,Octodad: Dadliest Catch,intro for 17682,1,1653,URL for 17682,61.89
17683,NES Remix 2,intro for 17683,1,9809,URL for 17683,113.75
17684,Hitman Go,intro for 17684,1,9904,URL for 17684,120.15
17685,Hitman Go,intro for 17685,0,7726,URL for 17685,177.59
17686,War of the Vikings,intro for 17686,1,657,URL for 17686,61.7
17687,LEGO: The Hobbit,intro for 17687,1,6752,URL for 17687,210.78
17688,Ether One,intro for 17688,0,8933,URL for 17688,59.75
17689,Shovel Knight,intro for 17689,1,883,URL for 17689,180.76
17690,Shovel Knight,intro for 17690,0,1400,URL for 17690,18.87
17691,Shovel Knight,intro for 17691,1,1228,URL for 17691,4.96
17692,Shovel Knight,intro for 17692,0,9065,URL for 17692,19.66
17693,Shovel Knight,intro for 17693,1,3646,URL for 17693,24.63
17694,Shovel Knight,intro for 17694,0,1275,URL for 17694,141.9
17695,Valiant Hearts: The Great War,intro for 17695,1,4571,URL for 17695,124.11
17696,Grid Autosport,intro for 17696,0,6694,URL for 17696,60.92
17697,FTL: Faster Than Light,intro for 17697,0,9163,URL for 17697,31.77
17698,FTL: Faster Than Light,intro for 17698,1,8315,URL for 17698,82.02
17699,2014 FIFA World Cup Brazil,intro for 17699,1,2325,URL for 17699,20.46
17700,2014 FIFA World Cup Brazil,intro for 17700,1,2064,URL for 17700,218.4
17701,Trials Fusion,intro for 17701,0,2850,URL for 17701,207.16
17702,Trials Fusion,intro for 17702,0,9016,URL for 17702,16.89
17703,Trials Fusion,intro for 17703,0,2519,URL for 17703,112.28
17704,Trials Fusion,intro for 17704,0,6300,URL for 17704,155.56
17705,Boom Beach,intro for 17705,1,9059,URL for 17705,72.62
17706,RBI Baseball 14,intro for 17706,0,1977,URL for 17706,0.92
17707,Pure Chess,intro for 17707,0,8447,URL for 17707,139.01
17708,Grid Autosport,intro for 17708,1,2939,URL for 17708,32.07
17709,Grid Autosport,intro for 17709,0,540,URL for 17709,12.85
17710,Tales from Space: Mutant Blobs Attack,intro for 17710,1,9939,URL for 17710,133.05
17711,Tales from Space: Mutant Blobs Attack,intro for 17711,0,9345,URL for 17711,6.8
17712,War Thunder,intro for 17712,0,8892,URL for 17712,28.55
17713,War Thunder,intro for 17713,0,1488,URL for 17713,178.18
17714,War Thunder,intro for 17714,0,9106,URL for 17714,171.48
17715,Pure Chess,intro for 17715,1,9524,URL for 17715,60.72
17716,Pure Chess,intro for 17716,1,3169,URL for 17716,91.71
17717,Pure Chess,intro for 17717,1,31,URL for 17717,58.89
17718,Football Manager Classic 2014,intro for 17718,0,7261,URL for 17718,54.02
17719,MLB 14: The Show,intro for 17719,1,1746,URL for 17719,1.63
17720,LEGO: The Hobbit,intro for 17720,1,6368,URL for 17720,31.93
17721,EA Sports UFC,intro for 17721,1,8977,URL for 17721,137.82
17722,EA Sports UFC,intro for 17722,0,1534,URL for 17722,72.53
17723,Entwined,intro for 17723,1,5960,URL for 17723,85.67
17724,Enemy Front,intro for 17724,0,3998,URL for 17724,11.56
17725,Oddworld: New 'n' Tasty,intro for 17725,0,2552,URL for 17725,125.44
17726,Crimsonland,intro for 17726,0,6394,URL for 17726,42.18
17727,Divinity: Original Sin,intro for 17727,1,8106,URL for 17727,167.65
17728,Another World: 20th Anniversary Edition,intro for 17728,0,2638,URL for 17728,104.6
17729,Mind Zero,intro for 17729,1,4897,URL for 17729,44.96
17730,1001 Spikes,intro for 17730,1,4357,URL for 17730,38.94
17731,1001 Spikes,intro for 17731,1,9142,URL for 17731,98.66
17732,1001 Spikes,intro for 17732,1,3209,URL for 17732,117.75
17733,1001 Spikes,intro for 17733,0,4171,URL for 17733,23.68
17734,1001 Spikes,intro for 17734,1,2640,URL for 17734,89.43
17735,Another World: 20th Anniversary Edition,intro for 17735,1,3152,URL for 17735,21.85
17736,Another World: 20th Anniversary Edition,intro for 17736,0,9466,URL for 17736,6.2
17737,MouseCraft,intro for 17737,0,483,URL for 17737,32.74
17738,MouseCraft,intro for 17738,1,3938,URL for 17738,142.17
17739,MouseCraft,intro for 17739,0,5,URL for 17739,17.21
17740,MouseCraft,intro for 17740,1,7820,URL for 17740,191.7
17741,Dynasty Warriors: Gundam Reborn,intro for 17741,1,5362,URL for 17741,53.05
17742,Sid Meier's Civilization Revolution 2,intro for 17742,0,3962,URL for 17742,56.22
17743,Guacamelee! Super Turbo Championship Edition,intro for 17743,1,8839,URL for 17743,173.27
17744,Tomodachi Life,intro for 17744,0,6304,URL for 17744,134.26
17745,Monster Monpiece,intro for 17745,1,368,URL for 17745,133.8
17746,Among the Sleep,intro for 17746,1,3281,URL for 17746,76.05
17747,Ultra Street Fighter IV,intro for 17747,0,3652,URL for 17747,0.46
17748,Murdered: Soul Suspect,intro for 17748,1,750,URL for 17748,178.63
17749,Murdered: Soul Suspect,intro for 17749,0,7667,URL for 17749,58.68
17750,Guacamelee! Super Turbo Championship Edition,intro for 17750,0,2104,URL for 17750,70.1
17751,Guacamelee! Super Turbo Championship Edition,intro for 17751,0,3099,URL for 17751,107.51
17752,Guacamelee! Super Turbo Championship Edition,intro for 17752,0,1694,URL for 17752,170.93
17753,The Wolf Among Us: Episode 5 -- Cry Wolf,intro for 17753,0,6679,URL for 17753,133.34
17754,The Wolf Among Us: Episode 5 -- Cry Wolf,intro for 17754,0,2970,URL for 17754,9.65
17755,Don Bradman Cricket,intro for 17755,0,1435,URL for 17755,212.65
17756,Transformers: Rise of the Dark Spark,intro for 17756,1,2222,URL for 17756,27.45
17757,Blue Estate,intro for 17757,1,4026,URL for 17757,123.02
17758,Battle Princess of Arcadias,intro for 17758,0,7913,URL for 17758,103.76
17759,Murdered: Soul Suspect,intro for 17759,1,2970,URL for 17759,59.2
17760,The Sly Collection,intro for 17760,1,9955,URL for 17760,5.54
17761,The Incredible Adventures of Van Helsing II,intro for 17761,1,4338,URL for 17761,38.43
17762,Tropico 5,intro for 17762,0,6893,URL for 17762,144.92
17763,Watch Dogs,intro for 17763,0,481,URL for 17763,47.08
17764,The Wolf Among Us: Episode 4 -- In Sheep's Clothing,intro for 17764,0,224,URL for 17764,7.3
17765,Watch Dogs,intro for 17765,0,1825,URL for 17765,98.58
17766,Watch Dogs,intro for 17766,1,3721,URL for 17766,3.16
17767,Watch Dogs,intro for 17767,1,1271,URL for 17767,19.98
17768,Transformers: Rise of the Dark Spark,intro for 17768,1,5760,URL for 17768,4.23
17769,Transformers: Rise of the Dark Spark,intro for 17769,0,5214,URL for 17769,167.72
17770,Transformers: Rise of the Dark Spark,intro for 17770,1,9616,URL for 17770,186.96
17771,Watch Dogs,intro for 17771,1,3263,URL for 17771,164.51
17772,Hyperdimension Neptunia: Producing Perfection,intro for 17772,0,5742,URL for 17772,94.27
17773,Drakengard 3,intro for 17773,1,9299,URL for 17773,31.32
17774,Drakengard 3 (Collector's Edition),intro for 17774,1,8321,URL for 17774,42.73
17775,Transistor,intro for 17775,1,3115,URL for 17775,188.5
17776,Transistor,intro for 17776,1,3109,URL for 17776,147.68
17777,Wolfenstein: The New Order,intro for 17777,0,9768,URL for 17777,68.9
17778,Wolfenstein: The New Order,intro for 17778,1,7150,URL for 17778,174.36
17779,Wolfenstein: The New Order,intro for 17779,0,7055,URL for 17779,34.75
17780,Wolfenstein: The New Order,intro for 17780,1,3589,URL for 17780,81.78
17781,Wolfenstein: The New Order,intro for 17781,0,1741,URL for 17781,43.85
17782,Mario Kart 8,intro for 17782,1,9916,URL for 17782,23.06
17783,Sportsfriends,intro for 17783,1,9461,URL for 17783,30.34
17784,Sportsfriends,intro for 17784,1,3286,URL for 17784,6.89
17785,Sportsfriends,intro for 17785,1,2214,URL for 17785,68.71
17786,Super TIME Force,intro for 17786,1,8668,URL for 17786,48.82
17787,Super TIME Force,intro for 17787,0,4952,URL for 17787,40.72
17788,The Walking Dead: Season Two -- Episode 3: In Harm's Way,intro for 17788,0,6399,URL for 17788,42.26
17789,Titan Attacks!,intro for 17789,1,818,URL for 17789,151.62
17790,Titan Attacks!,intro for 17790,1,8748,URL for 17790,21.41
17791,Titan Attacks!,intro for 17791,1,7314,URL for 17791,13.71
17792,Borderlands 2,intro for 17792,0,2100,URL for 17792,93.06
17793,Bound by Flame,intro for 17793,1,2557,URL for 17793,136.12
17794,Bound by Flame,intro for 17794,1,3163,URL for 17794,35.71
17795,God of War Collection,intro for 17795,0,7161,URL for 17795,105.07
17796,Outlast: Whistleblower,intro for 17796,0,3771,URL for 17796,30.18
17797,The Walking Dead: Season Two -- Episode 5: No Going Back,intro for 17797,1,9912,URL for 17797,67.72
17798,Infamous: First Light,intro for 17798,0,4315,URL for 17798,36.11
17799,Dark Souls II: Crown of the Old Iron King,intro for 17799,1,3105,URL for 17799,59.44
17800,The Golf Club: Collector's Edition,intro for 17800,1,3202,URL for 17800,260.34
17801,The Golf Club,intro for 17801,0,5023,URL for 17801,118.96
17802,The Golf Club: Collector's Edition,intro for 17802,0,6499,URL for 17802,65.64
17803,Outlast: Whistleblower,intro for 17803,0,5155,URL for 17803,48.77
17804,Tesla Effect: A Tex Murphy Adventure,intro for 17804,0,4949,URL for 17804,69.85
17805,JoJo's Bizarre Adventure: All Star Battle,intro for 17805,1,5068,URL for 17805,171.43
17806,Shadowgate -- The Classic Adventure Re-Imagined,intro for 17806,1,1922,URL for 17806,245.59
17807,AirMech Arena,intro for 17807,1,3862,URL for 17807,22.52
17808,Phantom Breaker: Battle Grounds,intro for 17808,1,7049,URL for 17808,11.27
17809,Orbital Gear,intro for 17809,0,6867,URL for 17809,110.35
17810,Madden NFL 15,intro for 17810,0,6250,URL for 17810,57.62
17811,Madden NFL 15,intro for 17811,1,999,URL for 17811,8.34
17812,Metro: Redux,intro for 17812,1,1931,URL for 17812,117
17813,Metro: Redux,intro for 17813,0,4774,URL for 17813,52.12
17814,Firefall,intro for 17814,1,8499,URL for 17814,64.46
17815,Micromon,intro for 17815,1,4114,URL for 17815,42.83
17816,Out of the Park Baseball 15,intro for 17816,1,851,URL for 17816,1.06
