GameId,Action,Strategy,Sports,Simulations,Racing,Role-playing,Adventure,Fighting,Shooter,Casual,Music/Party
7884,1,0,1,0,0,1,1,1,1,1,1
7885,1,1,1,1,1,1,1,0,0,0,0
7886,1,0,1,1,0,1,0,0,1,0,1
7887,0,1,1,1,1,1,0,1,1,1,0
7888,1,0,0,0,1,1,0,0,0,0,1
7889,1,0,0,0,1,1,1,1,1,0,1
7890,0,0,1,1,0,1,1,0,0,0,0
7891,1,1,1,0,1,1,1,1,1,1,0
7892,0,1,0,0,0,0,1,1,0,0,1
7893,1,1,0,0,1,0,1,0,0,1,0
7894,0,1,0,0,0,1,1,1,1,1,1
7895,1,1,1,0,0,1,1,1,0,1,1
7896,1,1,0,0,0,0,0,1,1,1,1
7897,1,0,1,1,1,1,0,0,1,1,0
7898,0,0,1,1,1,0,0,1,0,0,1
7899,0,0,1,0,0,1,0,0,0,0,0
7900,0,1,1,0,1,0,0,1,1,1,0
7901,0,1,0,1,0,0,1,1,1,0,0
7902,1,0,1,0,0,0,1,1,1,1,0
7903,0,0,1,1,0,1,1,1,1,0,1
7904,0,1,0,1,0,0,0,0,1,1,1
7905,0,1,0,0,1,0,1,0,0,0,1
7906,1,1,1,0,0,1,0,1,1,0,0
7907,0,1,1,1,1,0,1,1,1,1,1
7908,0,0,0,1,1,1,0,0,0,1,0
7909,0,1,1,0,1,0,0,1,0,1,1
7910,1,1,0,0,1,1,0,0,0,0,0
7911,1,1,0,0,0,1,0,1,0,1,0
7912,1,0,1,0,1,1,0,1,0,1,0
7913,1,0,1,0,1,0,0,1,0,1,1
7914,0,0,1,0,1,0,1,0,1,1,1
7915,0,0,0,0,0,0,0,1,1,1,0
7916,1,1,1,1,1,0,1,1,0,0,0
7917,0,0,0,0,0,0,0,0,1,1,0
7918,0,1,0,1,0,1,0,1,1,0,0
7919,1,0,1,1,1,0,0,1,1,1,1
7920,0,1,1,0,1,1,0,1,0,0,0
7921,0,1,1,0,1,1,1,0,0,0,1
7922,1,0,0,0,1,0,0,1,1,0,0
7923,1,0,0,0,1,1,1,0,1,0,1
7924,1,1,0,1,1,1,0,0,1,1,0
7925,0,0,1,1,1,1,0,1,0,0,0
7926,0,0,1,0,1,1,0,1,0,0,0
7927,1,1,0,0,1,0,1,0,1,1,0
7928,1,1,1,0,0,1,1,0,1,1,1
7929,0,0,0,0,1,1,1,0,0,1,1
7930,0,0,0,1,0,0,0,0,1,0,1
7931,1,0,1,1,1,1,0,1,1,0,1
7932,1,0,0,0,1,1,0,1,1,1,0
7933,0,1,1,0,0,1,1,1,0,1,0
7934,0,0,1,0,1,1,1,1,1,1,1
7935,0,1,0,1,0,1,0,0,0,1,0
7936,1,1,1,0,1,1,1,1,1,1,0
7937,0,1,1,1,0,1,1,1,0,1,1
7938,1,0,0,0,1,0,0,1,0,1,1
7939,0,0,1,1,0,1,0,1,0,1,0
7940,0,0,0,1,1,1,0,1,1,0,1
7941,0,1,1,0,1,0,1,1,1,0,0
7942,1,1,1,0,1,0,0,1,1,0,0
7943,1,0,1,1,0,1,0,1,1,1,0
7944,0,0,1,1,1,0,1,0,0,1,1
7945,1,0,0,1,0,1,0,0,1,1,0
7946,1,1,0,1,0,1,1,1,1,1,0
7947,0,1,0,1,1,0,0,0,1,1,0
7948,1,1,1,0,1,1,1,1,1,0,1
7949,0,0,1,1,0,1,1,1,1,0,1
7950,1,0,1,0,1,0,0,1,0,1,0
7951,1,0,0,1,0,0,0,1,0,0,1
7952,0,0,1,0,0,1,0,0,1,0,1
7953,1,0,0,1,1,1,1,0,1,1,0
7954,0,0,0,0,1,1,0,0,0,1,0
7955,1,0,0,0,0,0,1,0,0,1,1
7956,0,0,0,1,1,1,1,1,1,1,0
7957,0,0,1,1,0,0,1,1,1,0,0
7958,1,0,0,1,1,1,1,0,1,0,0
7959,1,1,0,1,1,1,0,1,0,1,1
7960,0,0,0,0,0,1,0,1,1,0,0
7961,1,0,1,0,1,1,1,0,0,1,0
7962,1,1,0,1,1,1,0,1,0,1,0
7963,1,1,0,0,1,0,0,0,0,0,1
7964,0,0,0,1,1,1,0,0,0,0,1
7965,1,1,1,1,0,0,0,1,0,1,0
7966,0,1,0,0,0,0,1,1,0,1,0
7967,1,1,1,1,1,1,0,0,1,0,1
7968,1,0,1,0,1,0,0,1,0,1,1
7969,1,0,0,1,0,1,1,1,1,1,1
7970,0,0,1,1,1,1,1,1,1,1,1
7971,1,1,1,0,0,1,0,0,0,1,0
7972,1,0,0,0,1,1,0,1,1,1,0
7973,1,1,0,0,1,1,0,1,0,0,0
7974,0,0,1,1,0,1,1,1,0,0,0
7975,1,1,0,1,1,1,0,0,1,0,0
7976,1,0,1,1,0,1,1,0,1,1,0
7977,0,1,0,1,1,1,1,0,1,1,0
7978,1,0,1,1,0,1,1,1,0,1,1
7979,0,0,0,1,1,0,1,0,1,0,1
7980,0,1,1,0,1,1,1,1,1,1,0
7981,0,0,1,0,0,0,1,0,0,1,1
7982,0,0,1,1,1,1,0,0,0,0,0
7983,0,0,1,0,1,0,1,1,1,0,1
7984,0,1,0,1,1,0,0,0,0,1,1
7985,1,1,0,1,1,0,0,1,1,0,0
7986,1,0,0,1,1,1,1,1,0,0,1
7987,1,1,0,1,0,1,1,1,1,0,0
7988,1,1,0,0,1,0,1,0,0,1,0
7989,1,1,1,0,1,0,0,0,0,1,0
7990,0,0,1,1,1,1,1,0,0,0,1
7991,1,1,1,0,1,0,1,1,0,1,0
7992,1,1,0,0,0,0,0,1,1,0,1
7993,1,0,1,0,1,1,0,1,0,1,1
7994,0,0,1,1,0,1,1,1,1,1,1
7995,1,0,1,1,1,1,1,1,1,0,0
7996,0,1,0,1,1,1,1,1,1,0,1
7997,0,0,1,1,1,0,0,1,1,0,0
7998,1,1,0,0,1,0,0,0,0,1,0
7999,1,0,1,0,1,1,1,1,1,1,0
8000,0,0,1,1,1,1,0,0,1,0,0
8001,1,0,1,0,0,0,1,1,1,1,0
8002,1,1,1,1,1,1,1,1,0,0,1
8003,1,1,0,0,1,0,1,0,0,1,1
8004,0,1,0,0,0,1,1,0,1,0,1
8005,0,1,0,0,1,0,0,1,1,1,1
8006,0,0,1,0,1,0,1,1,1,1,0
8007,0,0,0,1,1,1,0,0,1,1,0
8008,1,0,0,1,0,1,0,0,0,0,1
8009,1,1,0,1,1,1,1,1,0,0,0
8010,0,1,1,0,0,1,1,1,1,1,0
8011,0,1,0,1,0,0,1,0,0,0,0
8012,1,0,0,0,0,0,1,1,1,0,0
8013,1,1,1,1,1,0,1,0,1,0,0
8014,1,0,0,0,0,0,0,0,0,0,0
8015,0,0,1,0,1,1,0,1,0,0,0
8016,1,1,0,0,1,0,0,0,1,1,1
8017,0,0,0,0,0,1,1,1,1,1,0
8018,0,1,0,1,1,0,0,0,0,1,0
8019,1,0,0,0,1,1,1,1,0,1,0
8020,0,1,1,0,1,1,0,0,1,1,0
8021,0,0,0,1,1,1,0,1,1,1,0
8022,1,0,1,1,0,1,0,1,1,0,0
8023,1,1,0,0,0,0,1,0,1,0,1
8024,0,0,1,1,0,1,0,1,0,1,0
8025,0,1,1,1,1,0,1,0,1,0,1
8026,1,0,1,0,0,1,1,1,1,0,0
8027,0,0,0,0,1,1,1,1,1,1,0
8028,0,0,1,0,1,0,1,1,1,0,1
8029,0,0,1,0,1,1,0,0,0,0,1
8030,1,0,1,1,1,0,0,1,0,1,0
8031,0,1,1,0,1,1,0,0,0,0,0
8032,0,1,1,0,0,1,1,0,1,1,1
8033,1,0,0,0,0,1,1,0,1,1,1
8034,1,1,0,0,1,1,0,0,1,0,0
8035,0,0,1,1,1,1,0,1,0,1,0
8036,0,1,0,0,0,0,0,1,1,1,1
8037,1,0,1,0,1,0,1,1,0,1,1
8038,0,1,0,1,1,0,1,1,0,1,1
8039,0,0,0,0,0,1,1,1,0,1,0
8040,1,0,1,0,1,0,1,1,0,1,1
8041,0,0,0,0,1,1,0,0,1,1,0
8042,1,1,0,1,0,0,1,0,1,1,0
8043,0,0,1,0,0,0,1,0,0,0,1
8044,1,1,0,0,1,0,1,1,0,0,0
8045,1,0,1,1,1,0,0,0,1,1,0
8046,1,1,0,0,1,0,0,1,1,0,0
8047,0,1,1,1,0,0,1,1,0,1,1
8048,1,1,0,0,0,1,1,0,1,1,1
8049,1,1,1,0,1,1,0,0,0,1,1
8050,1,0,0,1,1,1,1,0,0,0,0
8051,0,0,1,0,0,1,0,1,1,1,0
8052,1,0,1,1,0,1,1,1,1,1,0
8053,0,0,1,0,0,1,0,1,0,0,0
8054,1,0,1,0,0,0,1,1,0,0,1
8055,1,0,0,1,0,0,1,1,0,1,0
8056,0,1,1,0,0,1,1,0,1,1,1
8057,1,0,1,0,0,0,0,0,1,1,0
8058,0,1,1,0,0,0,0,1,0,1,1
8059,0,1,1,0,0,1,1,0,1,0,0
8060,0,1,1,1,1,1,0,0,1,1,0
8061,0,0,0,1,1,1,1,1,1,0,1
8062,1,0,0,0,1,1,0,1,1,0,1
8063,1,0,0,0,1,0,1,1,1,1,0
8064,1,0,0,0,0,0,1,1,1,1,1
8065,0,0,1,0,0,1,0,0,1,1,0
8066,0,1,0,1,0,1,1,1,1,0,0
8067,0,0,1,1,0,0,0,0,1,1,1
8068,0,1,1,0,0,0,0,1,1,1,1
8069,0,0,1,0,1,1,1,0,1,0,1
8070,1,0,0,1,0,0,0,0,1,0,1
8071,0,0,0,0,0,1,0,0,1,0,0
8072,0,0,1,0,0,0,1,0,0,0,1
8073,0,0,1,0,0,1,1,1,0,1,0
8074,0,0,0,0,1,1,0,0,0,0,1
8075,1,0,0,0,1,1,1,0,1,0,1
8076,0,0,1,0,1,0,0,0,1,1,0
8077,0,0,0,0,0,0,0,0,1,0,0
8078,1,0,1,0,1,0,0,1,1,0,1
8079,1,1,1,1,1,0,0,0,1,0,0
8080,1,1,0,1,0,0,1,0,1,0,0
8081,0,0,1,0,1,1,0,1,0,0,0
8082,0,1,1,1,1,0,0,1,1,0,1
8083,1,0,1,1,1,0,1,0,0,1,1
8084,0,1,1,1,1,0,0,1,1,0,1
8085,0,0,1,1,0,0,0,1,1,0,1
8086,1,1,0,1,0,0,0,1,0,1,1
8087,0,1,0,1,1,0,0,1,0,0,1
8088,0,1,1,1,1,0,0,1,1,1,0
8089,1,1,1,1,0,1,1,0,0,1,0
8090,0,1,0,1,1,0,0,1,1,0,0
8091,0,1,1,0,0,0,0,1,1,0,0
8092,1,0,0,0,0,0,1,0,1,0,0
8093,0,1,0,1,1,0,1,1,1,0,1
8094,1,0,0,0,1,1,1,1,0,1,1
8095,0,1,0,0,0,0,0,0,1,1,1
8096,0,1,0,0,0,1,1,0,1,0,0
8097,0,1,1,0,0,0,1,1,0,1,1
8098,0,0,1,0,1,1,1,1,1,0,1
8099,0,0,0,0,0,1,0,0,1,0,1
8100,0,1,0,1,0,0,0,0,0,1,1
8101,0,1,1,1,0,1,1,1,0,0,0
8102,1,1,0,1,0,1,1,0,0,1,0
8103,0,1,1,0,0,0,1,1,1,1,1
8104,1,0,1,1,0,0,0,0,1,0,1
8105,1,0,0,1,0,1,1,1,1,1,0
8106,0,0,0,0,1,0,1,0,0,1,0
8107,0,1,0,0,0,1,1,0,1,1,0
8108,1,1,1,1,0,1,1,0,0,1,1
8109,0,0,1,1,0,0,1,1,1,0,0
8110,1,0,1,0,1,1,1,1,1,1,1
8111,0,0,0,0,1,0,0,0,1,1,0
8112,1,0,0,0,1,1,1,0,1,0,0
8113,0,1,1,0,1,1,1,1,0,0,1
8114,1,1,0,1,1,1,1,0,0,1,1
8115,1,0,1,0,0,1,1,0,0,1,1
8116,0,0,0,0,1,0,0,0,1,1,0
8117,1,0,0,1,1,0,1,1,1,0,1
8118,0,1,1,0,1,1,0,0,0,0,1
8119,0,0,0,0,1,0,0,0,1,0,1
8120,0,1,0,0,1,1,1,0,1,1,0
8121,0,1,1,1,0,0,1,0,1,0,0
8122,1,1,1,1,0,0,1,0,1,0,1
8123,1,1,1,0,1,0,0,0,1,1,1
8124,1,1,0,0,1,0,1,0,0,0,1
8125,1,0,0,1,1,0,1,1,1,1,0
8126,1,0,0,0,0,1,0,0,1,1,0
8127,1,0,0,1,1,1,0,0,0,0,0
8128,0,0,1,0,1,0,0,0,0,0,1
8129,1,0,1,0,1,0,1,1,1,0,1
8130,1,1,1,1,0,0,0,1,1,1,1
8131,0,0,1,1,0,0,1,0,0,1,0
8132,1,1,0,0,1,0,0,1,0,0,0
8133,0,1,0,0,0,1,0,1,0,0,1
8134,1,0,1,1,0,0,0,0,1,0,1
8135,0,1,0,1,0,0,0,1,1,1,1
8136,1,1,0,0,0,0,0,0,1,1,0
8137,0,0,1,1,1,1,1,1,1,1,0
8138,0,0,1,0,1,0,1,0,1,0,1
8139,1,0,1,0,1,0,1,0,0,1,1
8140,0,0,1,1,1,1,1,0,1,0,1
8141,1,1,1,0,1,0,1,0,1,1,1
8142,0,0,0,0,1,1,0,0,1,0,1
8143,1,1,1,1,0,1,1,0,1,0,1
8144,0,1,1,1,1,0,0,0,1,1,1
8145,0,0,1,1,0,0,1,0,1,0,0
8146,0,1,0,1,1,1,1,1,1,1,0
8147,0,1,0,1,0,0,0,0,0,0,0
8148,0,1,1,1,0,0,0,1,0,0,0
8149,1,1,0,1,0,0,0,0,0,0,0
8150,0,1,0,0,1,1,1,0,0,0,1
8151,0,0,0,0,0,1,0,0,0,0,0
8152,0,0,1,1,0,0,0,0,1,0,0
8153,1,0,0,0,1,1,1,0,1,0,1
8154,0,1,1,1,0,0,0,1,0,1,0
8155,1,0,0,1,1,1,1,1,0,0,1
8156,0,1,1,1,0,0,1,1,1,0,1
8157,0,1,1,1,1,1,1,0,0,0,0
8158,1,0,1,1,1,0,1,1,1,0,1
8159,0,1,1,1,0,0,0,1,1,1,0
8160,0,0,0,0,0,0,1,1,1,1,0
8161,1,1,0,0,0,1,1,1,0,1,0
8162,0,0,1,0,1,0,1,0,0,0,1
8163,0,1,1,0,0,1,1,1,1,1,0
8164,0,1,1,1,1,0,1,1,0,1,0
8165,1,1,0,1,1,0,1,0,1,0,0
8166,1,1,1,0,1,0,1,1,0,0,0
8167,1,1,1,1,0,0,1,1,0,1,1
8168,0,1,1,1,0,1,0,0,1,1,0
8169,0,1,1,0,1,0,0,1,0,1,1
8170,0,0,0,1,1,1,1,0,1,0,1
8171,1,1,0,0,1,1,0,1,0,0,0
8172,1,0,1,0,1,0,1,1,1,0,1
8173,1,0,1,1,0,1,0,1,1,0,0
8174,0,1,1,1,0,0,0,0,0,1,0
8175,1,1,0,1,0,0,1,1,1,0,1
8176,0,0,0,0,0,0,1,0,0,0,0
8177,0,0,0,0,1,0,0,0,0,0,0
8178,0,1,1,1,1,0,1,1,1,0,1
8179,1,1,0,1,1,0,0,0,0,0,0
8180,0,1,0,0,1,1,1,1,1,0,1
8181,1,0,0,1,1,0,0,1,0,1,0
8182,1,0,0,1,1,0,0,1,1,1,1
8183,1,1,1,1,1,0,0,0,0,1,0
8184,1,1,1,0,0,1,1,0,1,1,1
8185,0,1,0,0,0,0,1,0,0,1,0
8186,0,1,1,0,1,1,1,0,1,1,0
8187,0,1,1,1,0,0,0,0,0,0,1
8188,1,1,1,1,0,1,1,1,1,1,0
8189,1,1,1,1,0,0,0,1,0,1,1
8190,0,0,1,1,0,1,0,1,0,1,0
8191,0,0,0,1,1,1,1,0,1,0,1
8192,0,1,1,0,0,1,1,1,0,0,0
8193,0,1,1,1,1,1,1,1,0,0,1
8194,1,0,1,0,0,0,0,0,1,1,0
8195,1,0,0,1,1,1,1,0,1,1,0
8196,1,1,0,0,1,0,0,1,0,0,0
8197,1,1,1,0,1,0,1,1,1,1,1
8198,1,1,0,1,1,1,0,1,1,1,1
8199,1,0,0,1,0,0,0,0,1,0,0
8200,0,0,1,1,0,0,1,1,0,1,1
8201,1,0,0,0,0,1,1,1,1,1,1
8202,1,0,1,1,1,0,1,1,0,1,1
8203,0,1,1,0,0,1,0,1,0,0,0
8204,0,0,0,0,0,1,1,0,1,0,1
8205,1,1,0,1,0,1,1,0,0,1,1
8206,1,1,1,0,0,1,0,1,1,1,1
8207,1,0,0,0,1,1,1,0,0,0,0
8208,0,0,0,0,0,0,1,1,1,0,0
8209,1,1,0,1,0,0,1,0,0,1,0
8210,1,0,1,1,1,0,0,1,1,0,1
8211,0,0,1,1,1,0,0,0,0,1,1
8212,0,1,1,1,1,1,0,1,1,1,1
8213,0,0,1,1,0,1,0,0,0,0,0
8214,1,0,1,1,0,1,0,1,1,0,1
8215,0,0,0,1,1,0,1,0,0,0,1
8216,1,0,0,1,1,1,0,0,0,0,0
8217,1,1,0,0,1,1,1,1,1,1,1
8218,1,1,1,1,1,1,1,1,1,1,1
8219,1,1,1,1,0,1,1,1,0,0,1
8220,1,0,1,1,1,0,1,1,1,1,0
8221,1,1,1,0,1,1,0,0,0,1,0
8222,0,1,1,1,1,0,0,1,1,1,1
8223,0,1,1,0,0,1,0,1,0,1,0
8224,1,0,1,1,0,1,1,1,0,0,0
8225,1,1,0,0,0,0,0,1,0,1,0
8226,0,0,0,1,0,1,1,0,1,0,0
8227,0,1,1,0,0,0,0,0,1,0,0
8228,1,1,1,1,1,1,1,0,0,0,1
8229,1,1,1,1,0,1,0,0,0,1,0
8230,0,0,1,0,1,1,0,0,1,0,0
8231,0,0,1,1,0,0,0,0,1,1,1
8232,1,1,0,0,1,1,1,1,0,1,0
8233,0,1,1,0,1,0,0,1,1,0,1
8234,0,0,1,1,1,0,0,1,1,0,0
8235,1,1,0,1,0,1,0,0,0,0,0
8236,1,1,1,1,1,1,1,1,0,1,1
8237,0,0,1,1,0,0,1,1,1,0,1
8238,0,1,0,0,0,0,1,1,0,1,1
8239,1,1,0,0,1,0,0,1,1,1,0
8240,0,0,1,1,1,1,1,0,1,1,1
8241,1,0,1,1,0,0,0,1,0,0,0
8242,1,0,1,1,0,0,1,1,1,0,0
8243,0,0,1,1,1,0,1,0,0,1,1
8244,0,0,0,0,1,0,1,0,1,0,1
8245,1,0,0,0,0,0,1,1,0,0,0
8246,0,0,1,1,0,0,1,1,0,1,1
8247,0,0,1,1,0,1,1,0,0,0,0
8248,0,0,1,1,1,0,1,1,0,0,1
8249,1,1,1,1,0,1,0,1,0,1,1
8250,0,0,0,0,0,1,0,0,1,1,0
8251,0,1,0,1,1,0,1,1,0,0,1
8252,0,1,0,0,0,1,1,1,1,0,0
8253,0,1,1,0,0,0,1,0,0,1,0
8254,1,0,0,1,1,1,0,1,0,1,0
8255,0,1,1,0,1,0,1,1,1,0,0
8256,1,1,0,0,1,1,1,1,0,1,0
8257,0,1,0,0,1,1,1,1,0,1,1
8258,0,1,0,0,0,0,1,1,0,1,0
8259,1,0,1,0,0,1,0,0,1,1,0
8260,1,0,0,1,0,1,0,1,0,1,0
8261,0,0,1,1,0,1,1,0,0,1,1
8262,1,0,1,0,1,0,1,1,0,0,1
8263,1,1,1,0,0,0,0,0,1,1,1
8264,0,0,0,0,0,1,1,0,1,1,0
8265,0,1,1,0,1,1,1,0,1,0,1
8266,1,0,0,0,1,0,1,1,1,1,1
8267,0,0,1,1,1,1,0,0,1,0,1
8268,0,0,1,1,0,1,0,1,0,1,1
8269,0,1,0,0,1,0,0,1,0,0,1
8270,0,1,0,0,1,0,1,0,0,1,0
8271,0,0,1,0,1,1,0,1,0,0,1
8272,1,0,0,0,0,0,0,1,1,0,0
8273,0,0,1,1,0,1,0,1,1,1,0
8274,1,0,0,1,0,0,1,0,1,1,1
8275,0,0,1,0,1,1,0,1,0,0,1
8276,0,1,0,1,1,1,0,0,1,1,1
8277,1,0,1,1,0,1,1,1,0,1,0
8278,0,1,1,0,0,0,0,1,0,0,0
8279,0,1,0,0,1,1,0,0,0,1,1
8280,0,1,0,1,1,1,1,1,1,0,1
8281,1,1,0,0,1,0,0,0,0,0,1
8282,1,1,1,1,1,1,1,1,1,0,1
8283,1,1,1,1,0,1,1,0,1,1,1
8284,1,0,1,1,1,0,0,0,0,0,0
8285,0,0,1,1,0,1,0,0,0,1,1
8286,1,0,1,0,0,1,0,1,1,1,1
8287,0,0,0,0,0,1,1,0,0,1,0
8288,1,0,1,1,1,0,0,0,1,0,0
8289,1,1,1,0,1,0,1,0,0,0,0
8290,0,1,0,1,1,1,1,0,1,0,0
8291,1,0,0,1,0,0,1,1,1,0,1
8292,1,1,1,0,0,1,0,0,1,1,1
8293,0,1,0,1,1,1,0,0,0,1,1
8294,0,0,1,0,1,1,1,1,1,1,0
8295,1,0,0,1,0,1,1,0,1,0,1
8296,1,1,1,1,0,1,0,1,1,1,0
8297,1,1,0,0,0,0,1,0,1,1,0
8298,0,1,1,1,0,1,1,1,1,1,0
8299,1,0,0,1,0,0,1,1,1,1,0
8300,1,1,1,0,0,1,0,0,0,0,0
8301,1,1,1,1,1,0,1,0,0,1,0
8302,1,0,1,0,0,1,1,0,0,0,0
8303,1,1,0,0,1,1,0,0,1,0,0
8304,0,1,0,1,1,0,1,1,1,1,0
8305,0,0,0,0,1,0,1,0,0,1,1
8306,0,0,0,0,1,1,0,0,0,0,0
8307,0,0,0,0,1,1,1,0,0,1,1
8308,1,0,1,1,0,1,0,0,0,0,1
8309,0,0,0,1,0,0,1,0,0,1,0
8310,0,1,0,1,0,1,0,0,1,0,0
8311,1,1,1,1,0,1,0,1,1,1,1
8312,0,0,1,1,1,1,0,1,1,1,0
8313,1,0,1,0,1,0,0,1,0,1,1
8314,1,0,0,1,1,1,0,1,0,0,0
8315,0,0,1,0,1,0,0,1,0,1,1
8316,0,1,0,0,0,1,1,0,1,1,1
8317,1,1,1,0,0,0,0,1,0,1,1
8318,0,0,1,0,0,1,0,1,1,0,1
8319,0,1,1,0,1,0,1,1,0,1,0
8320,1,1,0,1,1,1,0,1,1,0,1
8321,0,1,0,1,0,0,1,0,1,1,1
8322,1,1,1,0,1,1,0,0,1,1,0
8323,1,0,1,1,1,1,1,1,1,0,1
8324,1,1,1,0,0,1,1,1,1,1,1
8325,0,1,1,0,0,1,0,1,0,1,0
8326,1,0,1,1,0,1,1,0,0,0,1
8327,0,0,0,1,0,0,0,1,0,1,0
8328,0,0,0,0,0,0,1,1,0,0,0
8329,0,1,1,1,1,1,1,0,1,1,0
8330,0,1,1,0,0,0,0,1,1,0,1
8331,0,1,0,1,0,0,0,0,1,0,1
8332,0,1,1,1,0,0,0,0,0,1,1
8333,1,1,1,1,0,1,1,0,1,0,0
8334,1,0,1,0,1,0,1,0,1,1,1
8335,0,0,0,0,1,1,0,1,0,0,1
8336,0,1,1,1,0,1,0,1,0,1,0
8337,1,1,1,0,1,1,0,0,1,0,0
8338,0,0,1,1,1,1,0,0,0,0,0
8339,0,1,1,1,1,1,0,1,0,0,0
8340,0,0,0,1,0,1,1,0,1,0,0
8341,1,0,1,0,1,0,1,0,0,1,0
8342,0,1,1,1,1,1,1,0,1,1,0
8343,0,0,1,0,0,0,1,1,1,1,0
8344,1,1,1,1,0,1,0,0,0,1,0
8345,0,1,0,1,1,1,0,1,0,1,0
8346,1,1,0,0,1,0,1,1,0,0,0
8347,1,1,0,1,0,0,0,1,1,0,0
8348,1,1,1,1,0,0,0,1,0,1,1
8349,1,1,0,1,1,1,0,1,1,1,1
8350,0,1,1,1,0,0,1,1,0,1,1
8351,1,1,1,0,1,1,0,1,0,1,1
8352,0,0,0,0,1,1,0,1,1,1,1
8353,1,1,1,0,0,1,0,1,1,0,1
8354,1,1,1,0,0,0,0,1,1,1,1
8355,1,0,0,1,0,1,0,0,1,1,1
8356,0,1,1,1,0,1,1,1,0,1,1
8357,1,1,1,0,0,1,1,0,1,0,0
8358,0,1,0,1,0,0,1,1,1,1,0
8359,0,1,1,0,0,1,0,1,1,0,0
8360,0,0,0,0,0,0,1,1,0,0,0
8361,0,1,1,0,0,0,1,1,0,0,1
8362,1,1,0,1,1,1,1,0,1,1,1
8363,0,0,0,1,0,1,1,1,0,0,0
8364,0,0,1,1,1,1,1,1,1,0,1
8365,1,0,0,1,1,0,0,1,0,1,1
8366,1,1,0,0,0,1,0,0,1,0,1
8367,1,0,1,1,0,1,1,1,0,1,0
8368,0,0,0,0,0,1,1,1,0,0,0
8369,1,0,0,1,0,1,1,1,0,0,1
8370,1,0,1,1,1,0,1,1,1,1,0
8371,0,0,0,1,0,1,0,0,0,0,0
8372,0,0,1,1,0,1,0,0,0,0,1
8373,0,1,1,1,0,1,0,0,1,1,1
8374,1,1,0,1,1,0,0,0,0,1,0
8375,0,0,0,1,1,1,0,1,1,1,1
8376,1,1,1,1,0,1,1,1,1,1,0
8377,1,0,1,0,0,1,1,1,1,0,1
8378,0,0,0,0,1,1,1,1,0,1,0
8379,0,1,0,0,1,1,1,0,0,1,1
8380,1,0,0,1,0,0,1,1,0,1,0
8381,1,1,1,0,1,0,0,1,1,1,0
8382,0,1,1,1,1,0,0,0,1,1,0
8383,0,1,0,1,0,0,0,1,0,0,1
8384,1,0,1,1,0,1,0,0,0,0,0
8385,1,0,0,0,0,0,1,0,1,0,0
8386,0,0,0,1,1,1,0,1,1,0,1
8387,1,0,0,1,1,0,0,0,0,0,0
8388,1,1,0,0,0,0,1,1,0,1,0
8389,1,0,0,0,0,1,0,1,1,1,1
8390,0,0,0,1,1,1,1,0,1,1,1
8391,1,0,1,0,1,1,1,1,0,0,0
8392,1,0,0,0,0,0,0,1,1,0,1
8393,1,1,0,1,1,1,1,1,1,1,0
8394,0,0,1,0,1,0,1,0,0,1,1
8395,1,0,0,1,0,0,0,1,1,0,0
8396,1,1,0,0,0,0,0,0,1,1,0
8397,0,1,1,0,1,0,0,1,1,1,0
8398,0,1,1,1,1,0,1,0,1,0,0
8399,0,0,1,0,1,1,0,0,1,0,0
8400,0,1,1,0,0,1,1,1,0,0,1
8401,1,0,0,1,0,1,1,0,0,0,0
8402,0,0,1,0,0,0,1,0,1,1,0
8403,0,1,0,1,1,0,0,1,0,1,1
8404,1,1,1,0,1,0,1,1,0,1,0
8405,0,1,1,1,1,1,1,0,0,0,1
8406,0,1,0,1,1,1,1,0,1,1,1
8407,0,1,0,1,0,1,0,0,0,1,1
8408,0,0,0,0,1,1,0,1,0,1,0
8409,0,0,1,0,0,1,1,1,1,0,1
8410,1,0,1,1,0,1,0,1,1,0,1
8411,0,1,0,0,0,0,0,0,1,1,1
8412,0,1,0,0,0,0,0,1,0,1,1
8413,0,0,1,1,1,1,1,1,0,0,0
8414,1,1,1,1,0,0,0,0,0,0,1
8415,0,0,0,0,1,1,0,1,1,0,1
8416,0,1,1,1,1,0,1,0,0,1,1
8417,0,0,1,1,1,0,1,0,1,1,0
8418,0,0,0,0,1,1,1,0,0,1,1
8419,0,1,0,0,0,0,1,1,0,1,1
8420,0,0,0,0,1,1,1,1,1,0,1
8421,0,0,0,1,0,1,0,0,1,0,0
8422,0,0,0,1,0,1,0,0,0,1,1
8423,1,1,0,1,0,0,1,1,0,0,1
8424,0,1,1,1,1,1,0,0,1,0,1
8425,0,0,1,0,1,1,1,0,0,0,0
8426,0,1,1,1,0,0,0,1,1,0,1
8427,1,1,0,0,1,0,0,1,1,1,0
8428,0,1,1,1,0,0,1,0,1,0,0
8429,1,0,0,0,0,0,0,1,1,1,1
8430,1,1,1,1,0,0,0,0,1,1,1
8431,0,0,1,0,1,1,0,0,0,0,1
8432,1,1,0,0,1,1,1,0,0,0,1
8433,0,1,0,0,0,0,1,0,1,1,0
8434,0,0,1,1,0,1,1,1,1,1,1
8435,0,0,0,1,1,1,0,1,0,1,1
8436,0,1,1,0,0,1,1,1,1,0,1
8437,0,0,1,0,0,0,0,1,0,0,0
8438,1,1,1,0,0,0,0,0,1,0,0
8439,0,0,1,1,1,0,1,0,0,1,1
8440,0,1,0,0,1,0,1,0,0,0,1
